prédikunarstólinn,    ˈpʰrɛːtɪkʏnarstouːlɪn
deildarliðs,           ˈteiltarlɪðs
deildarliðsins,        ˈteiltarlɪðsɪns
deildarlækna,          ˈteiltarlaihkna
deildarstjóra,         ˈteiltarstjouːra
deildarstjóri,        ˈteiltarstjouːrɪ
deildaskipting,        ˈteiltascɪftiŋk
deildi,                ˈteiltɪ
deildin,               ˈteiltɪn
deildina,              ˈteiltɪna
deildinni,             ˈteiltɪnɪ
deildir,               ˈteiltɪr
deildirnar,            ˈteiltɪrtnar
deildstjóra,           ˈteiltstjouːra
deildu,                ˈteiltʏ
deildum,               ˈteiltʏm
deildunum,             ˈteiltɔnʏm
deili,                ˈteiːlɪ
deilir,                ˈteiːlɪr
deiliskipulag,        ˈteiːlɪscɪpʏlaɣ
deiliskipulagi,        ˈteiːlɪscɪpʏlaijɪ
deiliskipulagið,       ˈteiːlɪscɪpʏlaijɪð
deiliskipulags,        ˈteiːlɪscɪpʏlaxs
deilitalning,          ˈteiːlɪtʰalniŋk
deilna,                ˈteilna
deilt,                ˈteil̥t
deilu,                ˈteiːlʏ
deiluaðila,            ˈteiːlʏaːðɪla
deiluaðilar,           ˈteiːlʏaːðɪlar
deilum,                ˈteiːlʏm
deilumál,             ˈteiːlʏmauːl
deilumálum,            ˈteiːlʏmauːlʏm
deiluna,               ˈteiːlʏna
deilunnar,             ˈteiːlʏnar
deilunni,              ˈteiːlʏnɪ
deilur,                ˈteiːlʏr
deilurnar,             ˈteiːlʏrtnar
dekk,                 ˈtɛhk
dekki,                ˈtɛhcɪ
dekkin,                ˈtɛhcɪn
dekkið,                ˈtɛhcɪð
dekkjaýlfri,           ˈtɛhcailfrɪ
dekkjum,               ˈtɛhcʏm
dekkjunum,             ˈtɛhcɔnʏm
dekkri,                ˈtɛhkrɪ
dekra,                ˈtɛːkra
dekurrófa,             ˈtɛːkʏrouːa
dekurrófu,             ˈtɛːkʏrouːʏ
delfí,                ˈtɛlfi
delinn,                ˈtɛːlɪn
della,                ˈtɛtla
dellu,                ˈtɛtlʏ
deloitte,              ˈtɛlɔɪt
delta,                ˈtɛl̥ta
delí,                 ˈtɛːli
delía,                ˈtɛːlija
demba,                ˈtɛmpa
dembdi,                ˈtɛmtɪ
dempun,                ˈtɛm̥pʏn
demókrata,             ˈtɛːmoukʰraːta
demókratar,            ˈtɛːmoukʰraːtɪ
demöntum,              ˈtɛːmœn̥tʏm
denara,                ˈtɛːnara
denna,                ˈtɛna
denni,                ˈtɛnɪ
depill,                ˈtɛːpɪtl̥
deplar,                ˈtɛhplar
deplað,                ˈtɛhplað
deplaði,               ˈtɛhplaðɪ
deplóttir,             ˈtɛhplouhtɪr
depurð,                ˈtɛːpʏrð
der,                  ˈtɛːr
derhúfu,               ˈtɛːrhuvʏ
derhúfuna,             ˈtɛːrhuvʏna
derhúfur,              ˈtɛːrhuvʏr
deri,                 ˈtɛːrɪ
desdemóna,             ˈtɛstɛmouːna
desember,             ˈtɛːsɛmpɛr
desemberfundur,        ˈtɛːsɛmpɛrfʏntʏr
desembermánuði,        ˈtɛːsɛmpɛrmauːnʏðɪ
desemberuppbótina,     ˈtɛːsɛmpɛrʏhpoutɪna
desert,                ˈtɛːsɛr̥t
desibel,              ˈtɛːsɪpɛl
dett,                 ˈtɛht
detta,                ˈtɛhta
detti,                ˈtɛhtɪ
dettifoss,             ˈtɛhtɪfɔs
dettifossi,            ˈtɛhtɪfɔsɪ
dettur,                ˈtɛhtʏr
dey,                  ˈteiː
deyfa,                ˈteiːva
deyfð,                ˈteivð
deyfði,                ˈteivðɪ
deyi,                 ˈteijɪ
deyja,                ˈteija
deyjandi,              ˈteijantɪ
deyjum,                ˈteijʏm
deyr,                 ˈteiːr
deyða,                ˈteiːða
didda,                ˈtɪta
diddi,                ˈtɪtɪ
diddu,                ˈtɪtʏ
diddú,                ˈtɪtu
digga,                ˈtɪka
diggi,                ˈtɪcɪ
digital,               ˈtɪcɪtal
digitalmyndir,         ˈtɪcɪtalmɪntɪr
digitalvél,            ˈtɪcɪtalvjɛːl
digra,                ˈtɪɣra
digranes,              ˈtɪɣranɛːs
digranesi,             ˈtɪɣranɛːsɪ
digraneskirkja,        ˈtɪɣranɛscʰɪr̥ca
digraneskirkju,        ˈtɪɣranɛscʰɪr̥cʏ
digranesvegi,          ˈtɪɣranɛsveiːjɪ
digur,                ˈtɪːɣʏr
diljá,                ˈtɪljau
dilk,                 ˈtɪl̥k
dilka,                ˈtɪl̥ka
dilla,                ˈtɪtla
dillandi,              ˈtɪtlantɪ
dillar,                ˈtɪtlar
dillaði,               ˈtɪtlaðɪ
dilli,                ˈtɪtlɪ
dillon,                ˈtɪlɔn
dimm,                 ˈtɪm
dimma,                ˈtɪma
dimmalimm,             ˈtɪmalɪm
dimman,                ˈtɪman
dimmar,                ˈtɪmar
dimmaturni,            ˈtɪmmatʏrtnɪ
dimmblá,               ˈtɪmplau
dimmdi,                ˈtɪmtɪ
dimmir,                ˈtɪmɪr
dimmraddaður,         ˈtɪmrataðʏr
dimmri,                ˈtɪmrɪ
dimmt,                ˈtɪm̥t
dimmu,                ˈtɪmʏ
dimmuhvarf,            ˈtɪmmʏkʰvarv
dimmum,                ˈtɪmʏm
dimmuna,               ˈtɪmʏna
dimmur,                ˈtɪmʏr
dindil,                ˈtɪntɪl
dingla,                ˈtiŋkla
dinglandi,             ˈtiŋklantɪ
dinglaði,              ˈtiŋklaðɪ
dinglaðu,              ˈtiŋklaðʏ
dingluðu,              ˈtiŋklʏðʏ
diplóma,               ˈtɪhplouma
diplómat,              ˈtɪhploumaːt
dirfast,               ˈtɪrvast
dirfist,               ˈtɪrvɪst
dirfsku,               ˈtɪr̥skʏ
dirfðist,              ˈtɪrðɪst
disk,                 ˈtɪsk
diska,                ˈtɪska
diskalyfta,            ˈtɪskalɪfta
diskana,               ˈtɪskana
diskar,                ˈtɪskar
diskarnir,             ˈtɪskartnɪr
diski,                ˈtɪscɪ
diskinn,               ˈtɪscɪn
diskinum,              ˈtɪscɪnʏm
disklinginn,           ˈtɪskliɲcɪn
disklingur,            ˈtɪskliŋkʏr
disknum,               ˈtɪsknʏm
disksins,              ˈtɪsksɪns
diskum,                ˈtɪskʏm
diskunum,              ˈtɪskɔnʏm
diskur,                ˈtɪskʏr
diskurinn,             ˈtɪskʏrɪn
diskótek,             ˈtɪskoutʰɛːk
diskótekinu,           ˈtɪskoutʰɛːcɪnʏ
diskótekið,            ˈtɪskoutʰɛːcɪð
disney,                ˈtɪstnei
disneystundin,         ˈtɪstneistʏntɪn
dissa,                ˈtɪsa
diðrik,                ˈtɪðrɪk
diðriksson,            ˈtɪðrɪksɔn
djamm,                ˈtjam
djamma,                ˈtjama
djarfa,                ˈtjarva
djarfara,              ˈtjarfara
djarfhuga,             ˈtjarvhʏɣa
djarflega,             ˈtjarvlɛɣa
djarft,                ˈtjar̥t
djarfur,               ˈtjarvʏr
djass,                ˈtjas
djassi,                ˈtjasɪ
djassinn,              ˈtjasɪn
djassins,              ˈtjasɪns
djasstónlist,          ˈtjastʰounlɪst
djassþáttur,           ˈtjasθauhtʏr
dje,                  ˈtjɛ
djordanliðsins,        ˈtjɔrtanlɪðsɪns
djákna,                ˈtjauhkna
djákni,                ˈtjauhknɪ
djákninn,              ˈtjauhknɪn
djásn,                ˈtjaustn̥
djókaði,               ˈtjouːkaðɪ
djókur,                ˈtjouːkʏr
djöfla,                ˈtjœpla
djöflabiskup,          ˈtjœplapɪskʏp
djöflaeyjunni,         ˈtjœplaeiːʏnɪ
djöflapresti,          ˈtjœplapʰrɛstɪ
djöflar,               ˈtjœplar
djöflast,              ˈtjœplast
djöflinum,             ˈtjœplɪnʏm
djöfsi,                ˈtjœfsɪ
djöful,                ˈtjœːvʏl
djöfull,               ˈtjœːvʏtl̥
djöfullegt,            ˈtjœːvʏlɛxt
djöfullegu,            ˈtjœːvʏlɛɣʏ
djöfullinn,            ˈtjœːvʏtlɪn
djöfuls,               ˈtjœːvʏls
djöfulsins,            ˈtjœːvʏlsɪns
djöfulóð,              ˈtjœːvʏlouːð
djörf,                ˈtjœrv
djörfung,              ˈtjœrvuŋk
djúp,                 ˈtjuːp
djúpa,                ˈtjuːpa
djúpalæk,              ˈtjuːpalaiːk
djúpan,                ˈtjuːpan
djúpar,                ˈtjuːpar
djúpavog,              ˈtjuːpavɔːɣ
djúpavogi,             ˈtjuːpavɔːjɪ
djúpavogs,             ˈtjuːpavɔxs
djúpbláan,             ˈtjuplauan
djúpbláu,              ˈtjuplauʏ
djúpbláum,             ˈtjuplauʏm
djúphafinu,            ˈtjuːphavɪnʏ
djúpi,                ˈtjuːpɪ
djúpin,                ˈtjuːpɪn
djúpinu,               ˈtjuːpɪnʏ
djúpir,                ˈtjuːpɪr
djúpið,                ˈtjuːpɪð
djúpkarfa,             ˈtjupkʰarva
djúpkarfinn,           ˈtjupkʰarvɪn
djúpklofin,            ˈtjupkʰlɔːvɪn
djúpri,                ˈtjuːprɪ
djúps,                ˈtjuːps
djúpsteiktir,          ˈtjuːpsteixtɪr
djúpsteiktur,         ˈtjuːpsteixtʏr
djúpstæð,              ˈtjuːpstaið
djúpstæða,             ˈtjuːpstaiða
djúpt,                ˈtjuft
djúptæk,               ˈtjuːptʰaik
djúpu,                ˈtjuːpʏ
djúpum,                ˈtjuːpʏm
djúpur,                ˈtjuːpʏr
djúpuvík,              ˈtjupːʏvik
djúpver,               ˈtjuːpvɛr
djúpvirkandi,          ˈtjuːpvɪr̥kantɪ
djúpvötn,              ˈtjuːpvœhtn̥
djús,                 ˈtjuːs
do,                   ˈtɔː
dodda,                ˈtɔta
doddi,                ˈtɔtɪ
dofin,                ˈtɔːvɪn
dofinn,                ˈtɔːvɪn
dofna,                ˈtɔpna
dofnar,                ˈtɔpnar
dofnað,                ˈtɔpnað
dofnir,                ˈtɔpnɪr
dofradóttur,           ˈtɔvratouhtʏr
dogma,                ˈtɔkma
dogmamyndirnar,        ˈtɔkmamɪntɪrtnar
dok,                  ˈtɔːk
doka,                 ˈtɔːka
doksi,                ˈtɔksɪ
doktor,                ˈtɔxtɔr
doktorinn,             ˈtɔxtɔrɪn
doktors,               ˈtɔxtɔr̥s
doktorsneminn,         ˈtɔxtɔr̥snɛːmɪn
doktorsnám,            ˈtɔxtɔr̥stnauːm
doktorsnámi,           ˈtɔxtɔr̥stnauːmɪ
doktorsprófi,          ˈtɔxtɔr̥spʰrouːvɪ
doktorsritgerð,       ˈtɔxtɔr̥srɪːtcɛrð
doktorsvörnina,        ˈtɔxtɔr̥svœrtnɪna
dolfallin,             ˈtɔlfatlɪn
dolfallinn,           ˈtɔlfatlɪn
dollar,                ˈtɔlar
dollara,               ˈtɔlara
dollarans,             ˈtɔlarans
dollarar,              ˈtɔlarar
dollari,               ˈtɔlarɪ
dollarinn,             ˈtɔlarɪn
dollu,                ˈtɔtlʏ
dolluna,               ˈtɔtlʏna
dollurum,              ˈtɔlʏrʏm
dollý,                ˈtɔli
don,                  ˈtɔːn
dong,                 ˈtɔŋ
dorga,                ˈtɔrka
dorrit,                ˈtɔrɪt
dotta,                ˈtɔhta
dottað,                ˈtɔhtað
dottaði,               ˈtɔhtaðɪ
dottin,                ˈtɔhtɪn
dottinn,               ˈtɔhtɪn
dottið,                ˈtɔhtɪð
doða,                 ˈtɔːða
drafandi,              ˈtraːvantɪ
drafaði,               ˈtraːvaðɪ
drag,                 ˈtraːɣ
draga,                ˈtraːɣa
dragast,               ˈtraːɣast
dragbítur,            ˈtraɣpiːtʏr
dragi,                ˈtraijɪ
dragist,               ˈtraijɪst
dragið,                ˈtraijɪð
dragnótabátunum,       ˈtraɣnoutapauːtɔnʏm
dragt,                ˈtraxt
dragtina,              ˈtraxtɪna
dragðu,                ˈtraɣðʏ
drakk,                ˈtrahk
drakó,                ˈtraːkou
drakúla,               ˈtraːkula
drama,                ˈtraːma
dramatík,              ˈtraːmatʰik
dramatísk,             ˈtraːmatʰisk
dramatíska,            ˈtraːmatʰiska
dramatískt,            ˈtraːmatʰist
dramatískum,           ˈtraːmatʰiskʏm
dramblæti,             ˈtramplaitɪ
drangann,              ˈtrauŋkan
drangey,               ˈtrauŋkei
drangsnesi,            ˈtrauŋstnɛsɪ
drangsnesinga,         ˈtrauŋsnɛsiŋka
drap,                 ˈtraːp
drapst,                ˈtrafst
drasl,                ˈtrastl̥
drasli,                ˈtrastlɪ
draslinu,              ˈtrastlɪnʏ
draslið,               ˈtrastlɪð
drattast,              ˈtrahtast
drattaðist,            ˈtrahtaðɪst
draug,                ˈtrœiːɣ
drauga,                ˈtrœiːɣa
draugabox,             ˈtrœiɣapɔks
draugagang,            ˈtrœiɣakauŋk
draugalegt,            ˈtrœiːɣalɛxt
draugar,               ˈtrœiːɣar
draugarnir,            ˈtrœiːɣartnɪr
draugaveiðarinn,       ˈtrœiːɣaveiːðarɪn
drauginn,              ˈtrœijɪn
draugum,               ˈtrœiːɣʏm
draugur,               ˈtrœiɣʏr
draugurinn,            ˈtrœiːɣʏrɪn
draum,                ˈtrœiːm
drauma,                ˈtrœiːma
draumabíllinn,         ˈtrœimapitlɪn
draumaeign,            ˈtrœimaeikn̥
draumaheimi,           ˈtrœimaheiːmɪ
draumalandið,          ˈtrœiːmalantɪð
draumanna,             ˈtrœiːmana
draumar,               ˈtrœiːmar
draumarnir,            ˈtrœiːmartnɪr
draumi,                ˈtrœiːmɪ
drauminn,              ˈtrœiːmɪn
draumlausum,           ˈtrœimlœisʏm
draumleik,             ˈtrœimleik
draumnum,              ˈtrœimnʏm
draums,                ˈtrœims
draumsins,             ˈtrœimsɪns
draumsýn,             ˈtrœimsin
draumum,               ˈtrœiːmʏm
draumunum,             ˈtrœiːmɔnʏm
draumur,               ˈtrœiːmʏr
draumurinn,            ˈtrœiːmʏrɪn
draumóra,              ˈtrœiːmoura
draumóramaður,         ˈtrœiːmouramaːðʏr
draumórar,            ˈtrœiːmourar
draup,                ˈtrœiːp
draupnir,              ˈtrœihpnɪr
draupnis,              ˈtrœihpnɪs
dreg,                 ˈtrɛːɣ
dregin,                ˈtreijɪn
dreginn,               ˈtreijɪn
dregist,               ˈtreijɪst
dregið,                ˈtreijɪð
dreglarnir,            ˈtreiklartnɪr
dregnar,               ˈtreiknar
dregnir,               ˈtreiknɪr
dregst,                ˈtrɛxst
dregur,                ˈtrɛːɣʏr
dreif,                ˈtreiːv
dreifa,                ˈtreiːva
dreifarinn,            ˈtreiːfarɪn
dreifast,              ˈtreiːvast
dreifbýli,            ˈtreivpilɪ
dreifbýlinu,           ˈtreivpilɪnʏ
dreifigæðin,           ˈtreiːvɪcaiːðɪn
dreifikerfi,          ˈtreiːvɪcʰɛrvɪ
dreifilykli,           ˈtreiːvɪlɪhklɪ
dreifing,              ˈtreiːviŋk
dreifingar,            ˈtreiːviŋkar
dreifingaraðila,       ˈtreiːviŋkaraːðɪla
dreifingarstöð,        ˈtreiːviŋkarstœːð
dreifingu,             ˈtreiːviŋkʏ
dreifir,               ˈtreiːvɪr
dreifist,              ˈtreiːvɪst
dreifitala,            ˈtreiːvɪtʰaːla
dreifst,               ˈtreifst
dreift,                ˈtreift
dreifð,                ˈtreivð
dreifða,               ˈtreivða
dreifði,               ˈtreivðɪ
dreifðir,              ˈtreivðɪr
dreifðist,             ˈtreivðɪst
dreifðri,              ˈtreivðrɪ
dreifðu,               ˈtreivðʏ
dreifðum,              ˈtreivðʏm
dreitil,               ˈtreiːtɪl
dreka,                ˈtrɛːka
drekabein,             ˈtrɛːkapeiːn
drekabeinahæð,         ˈtrɛːkapeiːnahaiːð
drekabeinin,           ˈtrɛːkapeiːnɪn
drekahellarnir,        ˈtrɛːkahɛtlartnɪr
drekinn,               ˈtrɛːcɪn
drekk,                ˈtrɛhk
drekka,                ˈtrɛhka
drekki,                ˈtrɛhcɪ
drekkið,               ˈtrɛhcɪð
drekkt,                ˈtrɛxt
drekkti,               ˈtrɛxtɪ
drekktu,               ˈtrɛxtʏ
drekkum,               ˈtrɛhkʏm
drekkur,               ˈtrɛhkʏr
dreng,                ˈtreiŋk
drenghnokka,           ˈtreiŋkn̥ɔhka
drengi,                ˈtreiɲcɪ
drengilega,            ˈtreiɲcɪlɛɣa
drengina,              ˈtreiɲcɪna
drenginn,              ˈtreiɲcɪn
drengir,               ˈtreiɲcɪr
drengirnir,            ˈtreiɲcɪrtnɪr
drengja,               ˈtreiɲca
drengjakór,            ˈtreiɲcakʰouːr
drengjanna,            ˈtreiɲcana
drengjasveit,          ˈtreiɲcasveiːt
drengjum,              ˈtreiɲcʏm
drengjunum,            ˈtreiɲcɔnʏm
drengnum,              ˈtreiŋknʏm
drengs,                ˈtreiŋks
drengsins,             ˈtreiŋksɪns
drengskap,             ˈtreiŋkskap
drengsson,             ˈtreiŋsɔːn
drengtetrinu,          ˈtreiŋktʰɛːtrɪnʏ
drengur,               ˈtreiŋkʏr
drengurinn,            ˈtreiŋkʏrɪn
drep,                 ˈtrɛːp
drepa,                ˈtrɛːpa
drepast,               ˈtrɛːpast
drepi,                ˈtrɛːpɪ
drepin,                ˈtrɛːpɪn
drepinn,               ˈtrɛːpɪn
drepist,               ˈtrɛːpɪst
drepið,                ˈtrɛːpɪð
drepleiðinleg,         ˈtrɛːpleiːðɪnlɛɣ
drepnir,               ˈtrɛhpnɪr
drepst,                ˈtrɛfst
dreptu,                ˈtrɛftʏ
drepum,                ˈtrɛːpʏm
drepur,                ˈtrɛːpʏr
dreyma,                ˈtreiːma
dreymandi,             ˈtreiːmantɪ
dreymdi,               ˈtreimtɪ
dreymi,                ˈtreiːmɪ
dreymin,               ˈtreiːmɪn
dreymir,               ˈtreiːmɪr
dreymt,                ˈtreim̥t
dreypir,               ˈtreiːpɪr
dreyptu,               ˈtreiftʏ
dreyra,                ˈtreiːra
dreyri,                ˈtreiːrɪ
drif,                 ˈtrɪːv
drifefnið,             ˈtrɪːvɛpnɪð
driffjöður,           ˈtrɪfjœðʏr
drifhvítar,            ˈtrɪvkʰvitar
drifhvítum,            ˈtrɪfkʰvitʏm
drifið,                ˈtrɪːvɪð
drifkraftur,          ˈtrɪvkʰraftʏr
drifskaftið,           ˈtrɪfskaftɪð
drift,                ˈtrɪft
drifu,                ˈtrɪːvʏ
drjúg,                ˈtrjuːɣ
drjúga,                ˈtrjuːa
drjúgan,               ˈtrjuːan
drjúgt,                ˈtrjuxt
